^Full Path^|^Length^|^Creation Time Utc^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.ManagementToolsExtension.Resources.dll^|^26816^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.MsiExtension.Resources.dll^|^52928^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.PackageChainerExtension.Resources.dll^|^65216^|^4/21/2015 4:46:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.PowershellExtension.Resources.dll^|^26816^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.Resources.dll^|^69312^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.RSExtension.resources.dll^|^93888^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.RSSHPExtension.resources.dll^|^69312^|^4/21/2015 4:46:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.RulesEngineExtension.Resources.dll^|^48832^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.Sco.Resources.dll^|^765632^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.ScoExtension.Resources.dll^|^65216^|^4/21/2015 4:46:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SetupExtension.Resources.dll^|^364224^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.Sfc.Resources.dll^|^163520^|^2/21/2014 11:26:18 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SlpExtension.Resources.dll^|^27328^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SmartSetupExtension.Resources.dll^|^48832^|^4/21/2015 4:46:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.Smo.Resources.dll^|^700096^|^4/21/2015 4:46:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SniServerConfigExt.Resources.dll^|^26304^|^4/21/2015 4:46:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SqlBrowserExtension.Resources.dll^|^52928^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SqlConfigBase.Resources.dll^|^22720^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SqlEnum.Resources.dll^|^835264^|^2/21/2014 11:26:16 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SqlServer_ConfigExtension.Resources.dll^|^155328^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.SSISExtension.Resources.dll^|^27328^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.UIExtension.Resources.dll^|^24256^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.UtilityExtension.Resources.dll^|^22208^|^4/21/2015 4:46:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Configuration.WizardFramework.Resources.dll^|^73408^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Deployment.Resources.dll^|^21184^|^4/21/2015 4:46:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Discovery.Resources.dll^|^216768^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Management.Controls.resources.dll^|^85696^|^2/21/2014 11:25:42 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\Microsoft.SqlServer.Setup.Chainer.Workflow.Resources.dll^|^32448^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-CHT\SetupARP.Resources.dll^|^65216^|^4/21/2015 4:47:02 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-Hans\Microsoft.SqlServer.Configuration.Repl_ConfigExtension.resources.dll^|^23232^|^5/28/2016 3:38:54 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\zh-Hant\Microsoft.SqlServer.Configuration.Repl_ConfigExtension.resources.dll^|^23232^|^5/28/2016 3:39:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\AddNode.xml^|^11278^|^2/21/2014 2:34:28 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\CompleteClusterWizard.xml^|^10812^|^2/21/2014 2:34:28 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\CompleteImageWizard.xml^|^13017^|^2/21/2014 2:34:28 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\ComponentUpdate.xml^|^3530^|^2/5/2014 6:26:28 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\configuration.uicfg^|^6927^|^2/5/2014 6:26:20 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\EditionUpgradeWizard.xml^|^5871^|^2/21/2014 2:34:28 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\FixSqlRegistryKey_x64.exe^|^47808^|^2/21/2014 1:26:38 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\FixSqlRegistryKey_x64.exe.config^|^329^|^1/17/2014 9:27:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\FixSqlRegistryKey_x86.exe^|^48320^|^2/21/2014 1:17:48 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\FixSqlRegistryKey_x86.exe.config^|^329^|^1/17/2014 9:27:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\FusionCheck.dll^|^59584^|^2/21/2014 1:27:28 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\InstallClusterWizard.xml^|^19169^|^2/21/2014 2:34:28 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\InstallWizard.xml^|^19204^|^2/21/2014 2:34:28 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\LandingPage.exe^|^402112^|^5/28/2016 3:37:58 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\LandingPage.exe.config^|^329^|^1/17/2014 9:27:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.AnalysisServices.DLL^|^1541312^|^5/28/2016 3:38:18 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.AnalysisServices.SharePoint.Integration.DLL^|^911552^|^5/28/2016 3:38:20 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.AnalysisServices.SPClient.Interfaces.dll^|^30912^|^2/21/2014 1:27:10 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.DataWarehouse.Sqm.dll^|^68800^|^2/21/2014 1:26:26 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.ReportingServices.UsageTracking.dll^|^48320^|^2/21/2014 1:26:42 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SQL.Chainer.Package.dll^|^42176^|^5/28/2016 3:38:24 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SQL.Chainer.Package.XmlSerializers.dll^|^81600^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SQL.Chainer.PackageData.dll^|^172224^|^5/28/2016 3:38:24 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SQL.Chainer.Product.dll^|^353984^|^5/28/2016 3:38:24 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SQL.Chainer.Product.XmlSerializers.dll^|^81600^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Chainer.ExtensionCommon.dll^|^112832^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Chainer.ExtensionCommon.XmlSerializers.dll^|^97984^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Chainer.Infrastructure.dll^|^399040^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Chainer.Infrastructure.XmlSerializers.dll^|^171712^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Chainer.WorkflowData.dll^|^744640^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Chainer.WorkflowData.XmlSerializers.dll^|^351936^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.AgentExtension.dll^|^147136^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.ASExtension.dll^|^413888^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.BootstrapExtension.dll^|^83136^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.BootstrapExtension.XmlSerializers.dll^|^31424^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Cluster.dll^|^714432^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Cluster.XmlSerializers.dll^|^356032^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.ConfigExtension.dll^|^86720^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.ConfigExtension.XmlSerializers.dll^|^52928^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.ConnectionInfo.dll^|^161472^|^2/21/2014 1:26:35 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.DistributedReplayExtension.dll^|^85696^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.dll^|^227008^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Dmf.dll^|^364224^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Fulltext_ConfigExtension.dll^|^80576^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.InstallWizard.dll^|^1614528^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.InstallWizardFramework.dll^|^71360^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.InstallWizardFramework.XmlSerializers.dll^|^77504^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.ManagementToolsExtension.dll^|^57024^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.MsiExtension.dll^|^352448^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.MsiExtension.XmlSerializers.dll^|^130752^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.PackageChainerExtension.dll^|^166592^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.PackageChainerExtension.XmlSerializers.dll^|^138944^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.PowershellExtension.dll^|^51904^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Repl_ConfigExtension.dll^|^50880^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.RSExtension.dll^|^410304^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.RSSHPExtension.dll^|^386752^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.RulesEngineExtension.dll^|^98496^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.RulesEngineExtension.XmlSerializers.dll^|^57024^|^4/21/2015 6:48:06 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Sco.dll^|^2033856^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Sco.XmlSerializers.dll^|^138944^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.ScoExtension.dll^|^236736^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.ScoExtension.XmlSerializers.dll^|^110272^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SetupExtension.dll^|^1216704^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SetupExtension.XmlSerializers.dll^|^487104^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Sfc.dll^|^501440^|^2/21/2014 1:26:32 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SlpExtension.dll^|^61632^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SmartSetupExtension.dll^|^231104^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SmartSetupExtension.XmlSerializers.dll^|^85696^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.Smo.dll^|^3727040^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SniServerConfigExt.dll^|^284864^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SqlBrowserExtension.dll^|^140480^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SqlConfigBase.dll^|^58560^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SqlConfigBase.XmlSerializers.dll^|^32448^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SqlEnum.dll^|^1355456^|^2/21/2014 1:26:29 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SqlServer_ConfigExtension.dll^|^726208^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SSISExtension.dll^|^80064^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.SString.dll^|^33472^|^2/21/2014 1:26:27 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.UIExtension.dll^|^100032^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.UIExtension.XmlSerializers.dll^|^69312^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.UtilityExtension.dll^|^44736^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.WizardFramework.dll^|^186560^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.WizardFramework.XmlSerializers.dll^|^77504^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.WMIInterop.dll^|^328896^|^2/21/2014 1:26:29 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.XmlSerializers.dll^|^134848^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Configuration.XTP.ConfigExtension.dll^|^31424^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.CustomControls.dll^|^44224^|^2/21/2014 1:26:25 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Deployment.dll^|^243392^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Deployment.XmlSerializers.dll^|^31424^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Diagnostics.Configuration.STrace.dll^|^138944^|^2/21/2014 1:26:26 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Discovery.dll^|^377024^|^5/28/2016 3:38:26 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Discovery.XmlSerializers.dll^|^261824^|^4/21/2015 6:48:07 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.InstApi.dll^|^46272^|^4/21/2015 6:46:59 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Interop.taskschd.dll^|^65216^|^2/21/2014 1:27:04 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Interop.WUApiLib.dll^|^102080^|^2/21/2014 1:27:04 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Management.Controls.dll^|^310976^|^2/21/2014 1:26:38 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Setup.Chainer.Workflow.dll^|^104640^|^5/28/2016 3:37:28 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.SqlTDiagM.dll^|^32960^|^2/21/2014 1:26:46 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.SqlServer.Sqm.dll^|^89792^|^4/21/2015 6:47:01 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Microsoft.VC80.CRT.manifest^|^530^|^2/5/2014 7:17:23 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\msvcm80.dll^|^531136^|^2/21/2014 1:20:38 PM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\msvcp80.dll^|^1068368^|^2/5/2014 7:17:52 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\msvcr80.dll^|^802624^|^2/5/2014 7:17:52 AM^
^C:\Program Files\Microsoft SQL Server\120\Setup Bootstrap\SQLServer2014\x64\Package.xsd^|^8843^|^2/21/2014 2:34:21 AM^
